gene,gene_betweeness,gene_degree,replication_time,noncoding_mutation_rate,local_GC_content,HiC_compartment,local_gene_density,wgs_mean_depth,wgs_percent_20x,capture_on_target_rate,capture_mean_depth,capture_pct200,capture_mean_percentGC
SUPT20HL1,0,1,,2.20E-06,0.43335,0.03407046,11,33.27027,74.2973,0.9846762,125.4787,17.07541,49.5968
SUPT3H,9.37E-06,33,830,3.18E-06,0.3758386,0.003799925,12,47.37838,93.37838,0.7416739,98.37705,7.672131,37.18334
SUPT4H1,2.84E-05,20,399,2.32E-06,0.51299,0.02221837,16,53.27027,96.08108,0.8248719,164.1967,26.58689,43.55695
SUPT5H,0.000242345,94,230,2.54E-06,0.52931,0.03930381,35,55.72973,93.89189,0.9115494,126.1148,15.07541,57.00033
SUPT6H,7.10E-05,43,208,2.21E-06,0.4945,0.03553337,29,54.35135,98.13514,0.9116458,126.6754,16.19672,50.79577
SUPT7L,9.35E-06,22,306,1.84E-06,0.42475,0.04294183,39,58.97297,99.18919,0.9232662,125.3508,12.68525,46.95715
SUPV3L1,2.70E-06,8,168,1.82E-06,0.41297,0.04008627,15,48.97297,95.56757,0.8803757,148.9803,23.22295,40.99333
SURF1,2.10E-05,21,416,2.47E-06,0.51489,0.02751607,23,50.62162,92.56757,0.9243979,158.177,33.86885,55.72785
SURF2,0.000102279,54,416,2.47E-06,0.51489,0.02751607,23,43.91892,81.08108,0.8831963,62.47869,7.17377,51.56104
SURF4,5.26E-05,36,416,2.47E-06,0.51489,0.02751607,23,48.67568,90.37838,0.8847743,65.69508,1.957377,51.92263
SURF6,1.48E-06,15,416,2.48E-06,0.50338,0.03624904,23,42.81081,78.40541,0.9146959,117.9246,13.64918,62.59869
SUSD1,1.92E-06,3,164,1.80E-06,0.426745,0.03221085,10,50.64865,95.05405,0.8545869,141.0557,19.91148,45.12144
SUSD2,1.74E-06,3,202,3.12E-06,0.50666,0.04446443,21,44.32432,80.02703,0.9491005,81.45902,5.44918,62.97153
SUSD3,0.000152088,20,448,1.95E-06,0.51387,0.06101782,14,43.05405,83.64865,0.8819934,96.4918,7.127869,61.13729
SUSD4,6.04E-05,39,581,3.28E-06,0.4501533,-0.004138748,9,52.59459,96.24324,0.8542745,107.4984,11.59344,48.0516
SUSD5,2.95E-07,3,256,2.18E-06,0.43394,0.0213931,11,46.35135,92.18919,0.8884807,65.04918,0.8295082,53.33865
SUSD6,8.27E-06,5,299,2.27E-06,0.466645,0.0439366,10,51.02703,96.75676,0.8616199,127.4623,11.51475,53.20561
SUV39H1,0.00130384,147,,3.01E-06,0.47306,0.02728154,19,28.40541,58.51351,0.9099671,40.48852,0.2688525,59.05689
SUV39H2,0.000295034,45,396,3.15E-06,0.40845,0.03822947,6,47.51351,93.27027,0.9324668,120.7443,12.3082,36.80691
SUV420H1,7.52E-08,6,161,3.84E-06,0.45205,0.05110692,32,55.02703,98.54054,0.9353698,150.0459,23.02295,40.63305
SUV420H2,1.28E-05,10,209,3.90E-06,0.53888,0.01939455,41,39.45946,72.89189,0.8830336,54.9377,4.52459,63.31158
SUZ12,0.00152457,332,310,2.86E-06,0.43849,0.02658005,9,43.91892,88.78378,0.878887,78.79344,3.937705,34.68995
SV2A,4.32E-06,5,560,5.08E-06,0.45054,0.01661897,18,52.18919,98.05405,0.919222,130.2885,18.18361,54.01522
SV2B,5.50E-07,3,624,2.90E-06,0.42827,0.000988428,15,54.45946,98.43243,0.8558025,130.8787,15.09508,47.65851
SV2C,0,1,858,3.21E-06,0.40571,0.01581522,5,48.7027,97.10811,0.8453593,184.0393,33.45246,43.35738
SVEP1,1.61E-07,4,369,2.88E-06,0.3867633,0.00147527,7,51.08108,96.2973,0.9135714,110.6721,15.86557,43.31104
SVIL,0.000316368,73,504,3.25E-06,0.433115,0.000611389,4,50.72973,96.75676,0.8951004,121.2656,13.68197,49.92348
SVIP,1.82E-05,16,1031,5.39E-06,0.35666,0.002245449,5,31.24324,64,0.8148971,94.98689,17.8459,35.51349
SVOP,0,1,,2.37E-06,0.459555,0.03196701,11,53.05405,97.91892,0.8032854,132.7246,27.75738,53.39528
SVOPL,0,1,480,3.22E-06,0.404995,0.008522558,6,51.35135,94.27027,0.8175989,93.45574,6.537705,46.70593
SWAP70,3.88E-05,29,179,2.21E-06,0.424925,0.02528726,13,48.91892,95.08108,0.8684218,100.7377,9.636066,41.82425
SWI5,0,2,201,2.00E-06,0.53521,0.04624323,32,46.48649,93.13514,0.8650669,125.482,16.30492,55.93846
SWSAP1,2.08E-06,7,197,2.34E-06,0.50795,0.03064605,30,42.91892,87.32432,0.9191002,148.2131,24.91475,59.98379
SYAP1,5.90E-07,7,,2.40E-06,0.44084,0.03169153,7,32.24324,77.64865,0.8972294,117.8295,16.12787,40.47506
SYBU,2.68E-06,6,623,6.12E-06,0.3734133,0.01129855,7,57.7027,94.72973,0.9156956,152.6656,24.42951,49.86575
SYCE1,6.35E-05,30,525,4.39E-06,0.47111,-0.01043021,19,50.54054,95.21622,0.8413441,131.1016,13.77049,52.00008
SYCP1,0,1,601,2.63E-06,0.3709,0.001708361,11,32.54054,77.40541,0.8686767,74.49508,3.209836,30.59398
SYCP2L,0,1,483,2.57E-06,0.41829,0.01978508,10,52.56757,97.43243,0.8497938,108.2623,11.0459,37.1442
SYCP3,7.15E-07,4,338,3.05E-06,0.38935,0.01183576,9,47.21622,96.43243,0.8771214,138.3967,19.8918,34.06433
SYDE1,0,1,419,3.26E-06,0.48016,0.001395658,26,39.89189,75.97297,0.9311678,68.59672,10.45246,61.013
SYDE2,0,1,468,2.06E-06,0.37777,0.000792663,13,44.64865,90.10811,0.9591236,101.518,16.00984,40.39547
SYF2,1.39E-05,12,460,1.81E-06,0.45983,0.03648944,11,50.62162,96.78378,0.8749221,149.7049,23.58033,39.05578
SYK,0.001095876,102,542,2.91E-06,0.42715,0.03235242,2,52,98.13514,0.8620808,115.1082,14.90164,48.93663
SYMPK,2.18E-05,27,203,2.18E-06,0.54949,0.03867158,40,45.72973,87.91892,0.8779094,82.72787,6.927869,58.78373
SYN1,3.67E-05,28,,2.73E-06,0.47047,0.03801457,16,25.94595,57.91892,0.5500657,30.83934,0.757377,54.43765
SYN2,5.32E-05,16,424,2.25E-06,0.4200467,0.02063879,6,46,88.40541,0.3889663,62.09508,5.793443,50.87815
SYN3,0,2,520,3.32E-06,0.4556867,-0.07245839,13,50.43243,94.72973,0.4377995,130.5311,17.77049,53.87193
SYNC,0,1,195,1.65E-06,0.43943,0.03426303,24,53.32432,97.51351,0.9176568,378.7803,58.5082,45.99589
SYNCRIP,0.000952511,165,384,4.50E-06,0.3835,0.01419782,4,52.05405,98.10811,0.9217444,147.1082,21.32459,41.28119
SYNDIG1,4.03E-07,2,927,4.39E-06,0.45674,-0.03667065,7,49.56757,91.67568,0.8237636,188.0918,32.49836,57.10213
SYNE1,6.07E-05,28,579,4.35E-06,0.3883167,0.003015561,3,50.97297,97.24324,0.9085222,142.1246,18.83279,43.47717
SYNE2,3.85E-05,23,430,2.11E-06,0.4051825,0.04106991,6,50.59459,96.64865,0.911393,111.6689,11.20328,40.21329
SYNE4,0.001703488,91,303,2.76E-06,0.52378,0.02111213,47,49.32432,90.27027,0.9273151,53.64918,2.468852,60.7024
SYNGAP1,9.81E-07,5,236,2.71E-06,0.49548,0.03067592,34,42.27027,84.81081,0.9257296,141.0951,22.03279,55.97211
SYNGR1,2.85E-07,2,250,2.33E-06,0.5284,0.06948635,25,39.78378,77.05405,0.8566027,122.4197,16.43279,61.91731
SYNGR2,3.59E-06,5,217,2.33E-06,0.50954,0.0273665,9,44.78378,84.24324,0.9122631,156.4066,24.14754,60.99439
SYNGR3,9.12E-07,2,183,2.04E-06,0.58936,0.04588438,46,21.72973,40.97297,0.9017039,17.22295,0,70.20266
SYNJ1,3.58E-06,13,345,2.19E-06,0.405495,0.06499459,9,47,95.45946,0.9082227,116.6328,13.27541,39.64513
SYNJ2,4.53E-06,9,208,2.09E-06,0.469045,0.04407336,5,49.13514,92.56757,0.884513,122.4098,13.82295,52.88532
SYNJ2BP,7.20E-05,22,591,2.82E-06,0.40203,0.03736075,9,51.67568,97.7027,0.834732,144.2361,24.22295,47.96587
SYNM,9.48E-06,13,361,2.49E-06,0.46351,-0.003034146,5,47.13514,86.81081,0.9810163,90.33115,13.23934,51.94125
SYNPO,4.00E-06,9,198,1.69E-06,0.5128,0.05137395,19,33.37838,65.08108,0.9634121,120.5705,19.74426,61.04182
SYNPO2,7.91E-06,15,589,3.65E-06,0.38518,0.001597854,5,47.24324,95.86486,0.9435334,104.718,7.655738,48.76561
SYNPO2L,0,1,166,1.88E-06,0.4603,0.04295844,17,42.21622,81.78378,0.9769299,122.0885,16.8918,60.20366
SYNPR,1.74E-07,2,976,3.01E-06,0.387722,-0.005124426,2,45.97297,94.86486,0.7096152,69.83934,10.27213,43.21333
SYNRG,4.17E-06,10,201,2.85E-06,0.427695,0.02705831,8,53.97297,97.45946,0.9029812,153.2164,23.23934,42.5524
SYP,7.33E-06,13,,3.53E-06,0.50844,0.044331,36,29.91892,63.10811,0.8577766,31.38361,0.08196721,59.82509
SYPL1,0,1,336,2.72E-06,0.44009,0.02925128,6,40.94595,78.78378,0.8766658,81.4,5.931148,38.23
SYT1,0.000388317,29,899,4.04E-06,0.3539043,-0.0205973,2,49.75676,97.45946,0.7290141,115.9574,13.02295,40.05421
SYT10,0,3,905,5.94E-06,0.3688,-0.04081199,5,51.67568,95.81081,0.9150592,147.1869,20.38689,43.21247
SYT11,1.21E-05,10,179,2.27E-06,0.4415,0.03203599,38,55.24324,98.81081,0.9341567,208.8787,33.45902,50.741
SYT12,6.63E-08,3,152,2.14E-06,0.510575,0.04737576,33,45.59459,91.21622,0.8837623,110.2984,9.491803,60.11569
SYT13,0,3,637,2.65E-06,0.471415,0.01367173,6,48.72973,90.56757,0.8817396,89.59672,5.180328,58.22611
SYT14,0,1,547,3.01E-06,0.37451,-0.005139492,10,45.81081,91.10811,0.8827392,115.7344,11.82951,37.60627
SYT15,0,1,269,1.33E-05,0.39292,0.02003194,8,100.9459,96.10811,0.8507804,97.33115,9.104918,60.00826
SYT16,0.000105634,9,626,3.12E-06,0.392995,-0.006073962,5,52.40541,98.51351,0.9036749,103.2951,14.06557,46.07051
SYT17,3.54E-05,19,275,2.64E-06,0.458345,0.007349624,9,46.83784,93.37838,0.90967,127.5377,16.12787,52.02059
SYT2,4.04E-06,4,497,2.15E-06,0.44267,0.03430926,15,52.51351,98.37838,0.856957,165.4951,26.40984,54.68263
SYT3,1.92E-07,5,593,3.42E-06,0.51671,0.0352937,30,41.72973,81.2973,0.8997803,87.24918,7.718033,59.70505
SYT4,1.86E-06,4,1101,6.05E-06,0.35256,-0.04118537,2,50.2973,95.7027,0.9371974,137.141,16.0623,42.51244
SYT5,8.10E-07,6,266,4.13E-06,0.54516,-0.001064632,39,43.02703,85.45946,0.9362606,123.8885,21.01639,57.50175
SYT6,0.00014648,21,596,2.27E-06,0.45057,0.01291781,10,48.51351,97.62162,0.8914468,114.9508,11.91148,53.40489
SYT7,3.98E-07,3,274,2.17E-06,0.515955,0.05515683,27,45.48649,87.83784,0.8266803,125.6525,14.92787,58.87476
SYT8,0,1,481,2.61E-06,0.53768,0.03282547,20,39.54054,71.97297,0.9431008,56.75082,0.9213115,64.41981
SYT9,2.75E-07,4,941,3.39E-06,0.38504,-0.003188888,26,51.97297,93.16216,0.8734802,126.4525,17.68852,45.63881
SYTL1,2.01E-06,5,188,1.61E-06,0.46375,0.02973963,21,40.43243,78.05405,0.8782041,55.18033,2.921311,61.34837
SYTL2,1.92E-05,8,435,3.01E-06,0.400115,0.001396777,6,54.67568,98.48649,0.9184436,172.6393,27.74754,42.01339
SYTL3,1.38E-06,3,188,2.55E-06,0.46548,0.05069262,9,51,95.05405,0.7718866,103.1377,10.21311,46.34757
SYTL4,2.13E-05,15,,2.80E-06,0.41508,0.04739429,5,31.51351,79.7027,0.8534339,68.33115,3.183607,48.53379
SYTL5,3.74E-06,6,,2.79E-06,0.38048,0.01946065,8,33.54054,81.27027,0.8538693,63.87213,1.75082,42.0462
SYVN1,0.005670476,86,168,2.09E-06,0.513445,0.04996128,46,47.94595,89.91892,0.9467482,80.87541,4.593443,58.69191
SZRD1,8.76E-06,11,176,3.43E-06,0.470205,0.04202115,25,43.7027,84.35135,0.7433036,92.3377,13.94098,53.96561
SZT2,1.73E-05,7,252,1.61E-06,0.4982,0.02706787,24,52.40541,93.27027,0.8624872,112.6525,11.36393,51.02084
TAAR1,0,1,605,3.31E-06,0.37713,0.01921213,13,55.21622,99.27027,1,133.2525,16.44918,37.07313
TAAR2,0,1,605,3.31E-06,0.37713,0.01921213,13,54.97297,99.2973,0.978961,86.62623,3.252459,38.51122
TAB1,0.000626761,97,250,2.33E-06,0.528425,0.07281248,25,47.10811,90.40541,0.8657138,102.2098,8.022951,58.22358
TAB2,0.00060066,77,177,2.29E-06,0.392925,0.04155669,3,52.54054,98.16216,0.9376356,146.7148,21.48197,41.20576
TAB3,2.96E-05,22,,3.77E-06,0.407045,0.01250967,9,34.37838,85.54054,0.932511,69.14754,4.045902,43.18483
TAC1,0.000347254,8,854,5.65E-06,0.3775,-0.01522059,4,46.75676,90.56757,0.8666577,121.8098,15.03934,41.14527
TAC3,8.37E-05,8,199,2.19E-06,0.46987,0.04131869,38,53.72973,98.43243,0.8733261,95.83934,6.37377,52.90613
TAC4,0,1,238,2.12E-06,0.46984,0.02986575,17,53.10811,97.40541,0.8359432,126.1967,17.80328,55.97393
TACC1,4.27E-05,25,286,2.61E-06,0.4380467,0.03477868,17,52.91892,95.45946,0.8839157,135.2,18.07869,45.37245
TACC2,2.18E-05,16,340,2.15E-06,0.46979,0.009119149,4,47.45946,92.21622,0.9178968,124.6197,14.1541,53.92021
TACC3,0.000134933,36,350,2.42E-06,0.54115,0.03923551,18,43.83784,88.89189,0.9101571,107.3213,11.14754,55.35848
TACO1,7.32E-06,8,247,2.14E-06,0.52127,-0.001468243,9,56.16216,90.59459,0.8772197,110.8557,15.97705,47.62878
TACR1,1.50E-06,2,644,2.84E-06,0.4083233,0.009217458,26,56.62162,99.08108,0.864863,109.9934,9.2,54.1559
TACR2,2.42E-07,2,285,1.80E-06,0.48228,0.05039302,14,44.2973,87.2973,0.9056997,85.11803,4.32459,58.83322
TACR3,0,1,931,4.94E-06,0.361345,-0.02441409,8,45.10811,92.27027,0.9094865,119.3836,12.99016,47.57097
TACSTD2,4.50E-08,2,564,2.16E-06,0.38752,-0.004524627,3,37.67568,63.81081,0.9493757,23.6918,0,64.74447
TADA1,6.02E-06,23,773,4.78E-06,0.4193,-0.007231083,4,57.64865,95.16216,0.8437988,124.5246,13.72787,41.49075
TADA2A,0.000679329,147,171,2.75E-06,0.433135,0.02501785,10,52.05405,95.10811,0.8320606,127.0754,16.2918,41.90418
TADA2B,1.09E-05,24,426,2.22E-06,0.49372,0.06974139,13,41.45946,83.48649,0.9605911,61.4,2.885246,55.08933
TADA3,0.000118415,59,264,2.14E-06,0.49383,0.04325611,14,44.43243,92.35135,0.9360701,116.7869,15.07541,56.78523
TAF1,8.52E-05,54,,3.00E-06,0.456605,0.03191406,14,31.67568,82.16216,0.8651712,88.12787,5.767213,43.28369
TAF10,0.000224378,68,491,3.29E-06,0.46968,0.01653313,35,36.91892,71.35135,0.8924098,49.83934,2.314754,52.60183
TAF11,4.55E-05,23,304,2.31E-06,0.43204,0.0244822,12,52.54054,97.81081,0.885626,153.459,24.97377,48.40187
TAF12,4.20E-05,32,183,1.69E-06,0.48298,0.0248757,20,53.05405,99.45946,0.8300978,146.2918,20.68197,46.86957
TAF13,5.62E-06,21,215,1.75E-06,0.44553,0.0177891,16,44.45946,95.08108,0.8753517,254.3213,55.90164,35.0073
TAF15,0.00011855,57,235,2.80E-06,0.48989,0.007660074,24,49.2973,94.78378,0.8891397,135.0557,17.61967,43.88683
TAF1A,3.48E-05,26,467,4.03E-06,0.43322,-0.002277657,4,49.59459,96.2973,0.8913159,141.2426,18.16393,35.13903
TAF1B,0.000173808,34,197,1.92E-06,0.462415,0.04281247,9,54.59459,96.62162,0.8596471,108.118,9.859016,36.25895
TAF1C,2.61E-05,19,364,2.26E-06,0.49653,0.01169003,12,41.64865,79.59459,0.9324699,64.21967,3.534426,61.57815
TAF1D,0.000101522,45,527,3.06E-06,0.39789,0.000164117,8,49.81081,98.18919,0.9099777,136.2656,18.83607,34.9977
TAF1L,9.41E-06,9,334,3.16E-06,0.40619,0.004928598,5,55.78378,97.91892,0.9973754,230.918,47.34426,45.12693
TAF2,1.45E-05,21,591,3.48E-06,0.389525,0.01297707,6,52.35135,95.13514,0.8897227,146.7311,21.12787,37.08373
TAF3,7.19E-06,24,596,4.29E-06,0.4033633,-0.001359461,6,46.2973,88.21622,0.8913201,111.9574,9.898361,45.45252
TAF4,0.000101324,47,411,3.87E-06,0.542405,-0.02488486,2,45.59459,81.18919,0.8648551,121.6689,15.26885,50.15211
TAF4B,3.38E-07,8,460,2.98E-06,0.395375,0.03128301,4,49.02703,93.51351,0.8109569,118.9541,12.3082,41.04591
TAF5,1.97E-05,32,147,1.63E-06,0.44107,0.04535907,19,45.08108,90.48649,0.9289705,109.2459,12.23279,39.19478
TAF5L,3.48E-05,29,340,2.78E-06,0.43308,0.01499023,9,51.62162,98.13514,0.9431752,126.023,12.71475,51.34203
TAF6,0.000111996,54,205,2.99E-06,0.50428,0.05151134,37,47.72973,93.05405,0.9418018,146.141,20.9082,57.9882
TAF6L,3.23E-05,21,248,2.73E-06,0.49137,0.04371955,38,44.43243,83.2973,0.9015345,96.71475,9.695082,54.95818
TAF7,2.34E-05,33,645,2.39E-06,0.42173,-0.009950614,50,55.45946,99.51351,0.990881,152.3508,22.06885,42.76903
TAF7L,3.02E-06,5,,2.91E-06,0.42962,0.0293916,14,31.18919,80.43243,0.8885336,156.2295,24.65902,41.43785
TAF8,1.64E-05,26,186,2.32E-06,0.46328,0.0350374,19,55.08108,96.35135,0.8842771,138.0754,16.8459,50.00322
TAF9,0.000201113,75,314,2.15E-06,0.42994,0.0504948,8,46.56757,92.89189,0.9181939,134.7344,17.60984,39.05332
TAF9B,3.76E-05,29,,3.04E-06,0.39645,0.0135344,8,29.72973,75.59459,0.872298,139.4426,18.0623,41.21623
TAGLN,4.47E-05,50,228,2.12E-06,0.44503,0.04589139,11,45.27027,90.7027,0.9051084,87.24918,4.954098,57.0107
TAGLN2,0.000400533,110,403,3.80E-06,0.48498,0.006824895,19,53.56757,98.02703,0.8970978,173.5574,26.21967,55.79249
TAGLN3,1.83E-05,35,336,2.81E-06,0.38855,0.01422681,8,59.94595,98.83784,0.8956798,162.2951,27.27541,50.71381
TAL1,0.000134383,51,414,2.32E-06,0.42087,0.002615421,19,32.08108,69.72973,0.8759197,88.54754,7.734426,60.54546
TAL2,5.27E-07,7,773,2.93E-06,0.38982,-0.001830899,8,50.91892,98.24324,0.9601751,85.37705,1.547541,52.90116
TALDO1,0.000165377,71,193,2.81E-06,0.5497,0.04815075,44,42.2973,85.27027,0.8706849,129.1246,20.31803,52.72534
TAMM41,5.20E-07,3,423,2.16E-06,0.45641,0.03467588,6,51.24324,96.40541,0.8833461,136.6852,16.76721,43.14305
TANC1,1.82E-07,4,405,1.81E-06,0.4246267,0.02735892,4,53.83784,98.10811,0.831751,140.5311,17.80328,50.53452
TANC2,7.70E-07,4,453,2.13E-06,0.3952583,-0.02658963,6,54.54054,97.56757,0.8813631,97.50492,11.86557,48.30893
TANGO2,5.12E-05,22,218,3.37E-06,0.5638,0.049616,23,49.18919,90.27027,0.8071063,86.55082,6.186885,58.10774
TANGO6,3.06E-08,2,253,1.83E-06,0.4502275,0.0303618,16,50.2973,96.21622,0.8651905,99.59016,14.41311,46.72368
TANK,0.000130011,45,370,2.85E-06,0.38182,0.02564626,2,48.45946,95.08108,0.8968804,130.8984,14.90492,38.82023
TAOK1,3.99E-06,11,224,2.14E-06,0.418535,0.02566086,28,49.37838,94.89189,0.8896266,113.6,10.97705,39.48379
TAOK2,2.39E-06,9,238,2.64E-06,0.52027,0.06023852,22,45.37838,85.32432,0.9593907,134.6656,19.14754,60.39576
TAOK3,2.33E-06,6,823,3.81E-06,0.427805,0.02573785,7,48.91892,96.67568,0.8489769,154.059,23.67869,43.89203
TAP1,2.18E-05,24,401,2.94E-06,0.42233,0.02618648,34,51.43243,91.35135,0.9267831,85.18361,6.695082,53.20098
TAP2,2.85E-05,12,295,2.93E-06,0.40617,0.03143447,36,45.97297,93.08108,0.928386,82.00984,6.07541,55.13385
TAPBP,2.66E-05,13,262,2.78E-06,0.49526,0.03001948,33,45.18919,88.32432,0.9319697,118.3508,11.79672,58.74589
TAPBPL,7.56E-07,5,198,2.57E-06,0.48015,0.05047756,11,55.54054,96.35135,0.8940998,75.59016,4.039344,57.37826
TAPT1,6.09E-08,2,581,2.89E-06,0.41533,0.02947563,10,40.16216,87.37838,0.8694316,51.91803,3.436066,37.61614
TARBP1,3.77E-06,11,173,3.31E-06,0.414145,0.01537023,4,44.16216,84.81081,0.889935,100.0098,9.518033,39.43144
TARBP2,0.000118158,54,191,2.59E-06,0.47371,0.05536241,36,51.67568,94.54054,0.9008088,130.0426,19.28525,57.13008
TARDBP,0.002840527,316,307,1.76E-06,0.51856,0.03305037,11,53.27027,99.24324,0.9154658,127.7279,14.59344,42.34839
TARP,0,1,382,4.76E-06,0.384425,0.005932126,7,56.16216,97.43243,0.8981077,179.4852,35.67869,38.78201
TARS,0.000196568,74,674,5.34E-06,0.39939,0.004281044,4,58.10811,96.67568,0.8842994,117.2033,11.22295,39.72935
TARS2,1.49E-06,8,163,2.92E-06,0.41641,0.04252749,32,53.81081,98.59459,0.9030831,165.541,27.42951,50.86779
TAS1R1,0,1,259,1.86E-06,0.53182,0.03819577,20,49,93.97297,0.9313847,110.9869,11.67213,55.63172
TAS1R2,0,1,532,2.11E-06,0.49769,0.02489436,5,47.62162,91.21622,0.9451149,95.52459,8.022951,58.05885
TAS1R3,5.48E-09,2,273,3.40E-06,0.62447,0.02773012,26,41.56757,64.54054,0.9913476,46.04262,0.1245902,65.75173
TAS2R13,0,2,644,3.12E-06,0.36614,0.001909111,27,57.08108,99.40541,0.9723803,109.3475,6.363934,37.43971
TAS2R41,1.61E-06,8,379,3.45E-06,0.48379,0.000769665,21,52.24324,98.59459,1,120.8393,9.72459,50.43026
TAS2R7,7.87E-06,13,517,3.15E-06,0.37762,0.01207853,25,60.94595,99.32432,1,121.8557,16.05246,37.59952
TASP1,1.49E-06,2,796,3.47E-06,0.39012,-0.0256254,3,48.48649,93.24324,0.7592213,126.4721,16.45902,41.20648
TAT,1.51E-07,5,530,2.90E-06,0.43813,0.01017098,11,53.45946,97.67568,0.8899229,80.25902,3.17377,46.87219
TATDN1,2.28E-05,36,544,2.98E-06,0.41243,0.04366095,10,56.51351,96.24324,0.8668555,100.6,7.563934,34.51734
TATDN2,1.27E-05,8,224,2.31E-06,0.476565,0.05264868,29,45.37838,91.89189,0.9515806,161.1279,27.7082,53.52111
TAX1BP1,0.000222591,53,180,2.87E-06,0.38176,0.01582342,16,49.02703,94.78378,0.8885485,109.482,11.36721,36.12422
TAX1BP3,7.26E-06,16,354,2.79E-06,0.52304,0.01951905,22,44.67568,83.94595,0.5861335,63.25574,2.393443,55.39521
TAZ,0.000983074,88,,2.79E-06,0.57628,0.03966998,38,27.91892,64.45946,0.8834661,79.42951,7.727869,60.06937
TBC1D1,1.33E-05,10,578,2.71E-06,0.423525,0.04814127,6,48.2973,96.59459,0.8540874,145.3508,19.8918,46.368
TBC1D10A,0.000106652,8,211,1.86E-06,0.49985,0.05015676,19,44.81081,85.35135,0.9017992,129.4393,16.0623,60.98914
TBC1D10B,1.26E-06,6,165,2.01E-06,0.42303,0.04735477,37,46.08108,86.78378,0.8415659,32.38689,1.177049,59.21288
TBC1D10C,1.49E-05,6,177,3.33E-06,0.53151,0.05053212,31,43.45946,81.43243,0.9068585,61.45574,7.360656,66.0137
TBC1D13,2.29E-08,2,201,2.09E-06,0.52273,0.03435171,33,48.59459,93.81081,0.8633198,108.4,12.62951,55.24244
TBC1D14,0,1,259,2.19E-06,0.490565,0.05833138,10,48.21622,96.78378,0.8624093,137.4164,19.46557,47.50756
TBC1D15,0.000149334,38,563,4.33E-06,0.374395,-0.009188957,8,46.67568,92.89189,0.7483034,127.0689,15.76721,35.32746
TBC1D16,3.73E-05,18,237,2.66E-06,0.519795,0.02054206,9,44.02703,82.81081,0.8609541,64.61311,6.02623,61.03081
TBC1D17,1.43E-05,25,205,2.74E-06,0.53184,0.03716765,55,42.24324,83.02703,0.9119628,102.3016,12.58689,62.0068
TBC1D19,1.70E-06,3,735,2.33E-06,0.3893067,0.01747235,5,36.54054,84.27027,0.7938164,96.00656,7.603279,33.48481
TBC1D2,2.91E-06,11,254,2.28E-06,0.48244,0.05220593,14,46.72973,91.91892,0.840574,115.0131,13.64918,59.00081
TBC1D20,3.05E-06,2,229,2.98E-06,0.48906,0.04060763,21,48.64865,86.75676,0.9027987,92.11148,9.714754,51.44878
TBC1D21,0,1,439,2.54E-06,0.49869,0.02639565,7,50.48649,96.54054,0.8177275,79.42951,4.436066,54.62973
TBC1D22A,3.31E-05,21,538,3.02E-06,0.501752,-0.02547551,11,47.62162,91.81081,0.7234948,105.3836,11.29836,52.26823
TBC1D22B,3.00E-05,21,376,2.33E-06,0.4363,0.03819692,16,54.97297,98.94595,0.82217,131.059,15.39016,47.12665
TBC1D23,1.69E-05,16,265,3.03E-06,0.390795,0.02521603,6,52.86486,94.45946,0.8731777,103.9016,7.563934,36.63575
TBC1D24,2.10E-06,3,321,2.04E-06,0.54157,0.04861571,49,40,77.97297,0.8984961,74.1541,3.977049,61.62194
TBC1D25,1.38E-06,8,,2.90E-06,0.47579,0.01567646,19,29.27027,62.62162,0.9169712,58.73115,2.652459,57.68015
TBC1D2B,3.06E-06,8,232,2.46E-06,0.517645,0.05368193,6,51.24324,96.59459,0.8889492,79.19344,7.557377,49.00391
TBC1D31,0,1,203,2.62E-06,0.41926,0.02730981,4,56.51351,96.10811,0.903891,111.9344,10.0918,35.72942
TBC1D32,0.000104213,2,895,4.62E-06,0.35714,-0.009539673,1,42.13514,88.56757,0.8798315,112.1443,11.6623,33.57224
TBC1D3B,0,1,565,2.76E-06,0.44777,0.01929302,27,67.97297,94.43243,0.8061319,574.882,85.22295,55.73617
TBC1D3F,1.33E-07,2,,3.20E-06,0.453875,0.01553364,10,100.1622,96.91892,0.7845805,841.377,91.38033,55.81129
TBC1D4,9.78E-05,33,480,3.15E-06,0.3862433,0.01738036,1,45.78378,91.21622,0.8895305,98.06885,6.747541,44.4862
TBC1D5,8.40E-06,14,701,2.64E-06,0.3772986,0.009113056,4,40.59459,89.91892,0.8030954,95.9082,8.563934,39.41556
TBC1D7,0.000132645,19,423,2.56E-06,0.44557,0.03460572,3,50.75676,97.18919,0.9005695,160.3803,24.92787,42.49406
TBC1D8,0,1,406,2.37E-06,0.45466,0.01696201,8,52.40541,95,0.8349126,98.00328,11.12131,49.71902
TBC1D9,1.92E-07,5,621,2.97E-06,0.40458,0.00799448,6,46.72973,92.75676,0.8473449,99.60656,13.95738,46.95806
TBC1D9B,6.09E-05,17,359,3.04E-06,0.51742,0.03395236,16,43.43243,84.18919,0.90026,90.29836,8.757377,58.7267
TBCA,7.63E-06,13,581,2.54E-06,0.38728,0.03993668,9,34.54054,77.51351,0.7327243,49.82951,0.006557377,35.86957
TBCB,0.000270886,41,326,3.03E-06,0.52434,0.006180169,48,46.02703,82.08108,0.8624822,129.423,18.59344,54.93798
