gene,gene_betweeness,gene_degree,replication_time,noncoding_mutation_rate,local_GC_content,HiC_compartment,local_gene_density,wgs_mean_depth,wgs_percent_20x,capture_on_target_rate,capture_mean_depth,capture_pct200,capture_mean_percentGC
CNDP2,5.23E-05,41,969,2.53E-06,0.46486,0.006915876,6,44.89189,95.13514,0.8717551,111.0393,10.58689,53.91234
CNEP1R1,1.92E-06,2,594,2.53E-06,0.44909,-0.01193648,5,46.08108,89.64865,0.8088773,36.16066,0.4,38.74596
CNGA1,0,1,474,3.09E-06,0.37865,0.03963803,6,54.10811,95.72973,0.9395921,157.1967,26.8918,38.09288
CNGA3,0,1,630,2.51E-06,0.427025,0.02939467,7,55.08108,97.72973,0.9105494,112.9967,12.43607,53.60721
CNGB1,0.000104408,3,125,1.77E-06,0.490955,0.01011003,22,44.78378,91.24324,0.8639624,102.2,9.711475,57.00362
CNIH4,2.86E-07,3,256,3.33E-06,0.4185,0.01833025,8,48.97297,93.54054,0.8355549,105.5344,12.03279,38.13041
CNKSR1,2.38E-05,12,217,1.55E-06,0.49592,0.02952692,21,42.7027,84.97297,0.9079064,106.859,11.75738,59.8361
CNKSR2,2.23E-06,7,,3.44E-06,0.3572875,-0.002115701,1,30.16216,71.43243,0.8797413,96.77705,8.127869,40.20187
CNKSR3,0,1,588,3.07E-06,0.421775,0.01414073,3,51.32432,96.2973,0.8731123,112.7443,12.88852,47.24194
CNN1,7.77E-06,10,272,2.49E-06,0.53759,0.03072622,31,41,82.43243,0.9027507,87.57049,6.403279,58.73843
CNN2,2.47E-05,21,206,3.22E-06,0.60256,0.0260103,37,40.78378,82.45946,0.9172374,133.7475,20.91475,61.73516
CNN3,7.14E-06,8,333,2.02E-06,0.42568,-0.005940181,6,46.7027,94.27027,0.9029053,120.7902,15.67213,42.91337
CNNM1,1.83E-06,6,575,2.96E-06,0.410355,-0.006218246,4,43.02703,79.67568,0.8524592,46.76393,2.318033,54.22225
CNNM2,2.94E-07,2,233,1.63E-06,0.4388233,0.03780238,24,43.97297,83.89189,0.8843289,99.08852,10.41967,50.24227
CNNM3,0.000126632,27,332,2.70E-06,0.513575,0.047517,17,36.13514,66.32432,0.884621,85.17377,10.97705,57.99378
CNNM4,4.55E-06,4,332,2.67E-06,0.49302,0.04855363,17,51.78378,92.81081,0.9367954,122.8295,14.14754,56.95909
CNOT1,0.000326548,46,191,2.88E-06,0.459745,0.007868918,17,50,96.67568,0.9062473,128.0525,13.71803,40.90421
CNOT10,1.94E-05,20,493,2.03E-06,0.430535,0.02775771,8,43.10811,92.45946,0.7942705,149.5607,17.91148,40.36057
CNOT11,7.73E-06,8,262,2.30E-06,0.44644,0.01864933,9,45.97297,85.91892,0.9162159,100.6361,9.308197,43.04992
CNOT2,4.43E-05,25,609,3.49E-06,0.36129,-0.0172712,8,48.16216,96.24324,0.8782694,126,11.96721,36.63504
CNOT3,7.05E-05,24,439,5.65E-06,0.51542,-0.05268387,27,43.83784,84.2973,0.9205554,102.3344,12.21967,58.4744
CNOT4,8.35E-05,16,407,2.44E-06,0.406065,0.0185319,10,47.67568,95.40541,0.8259025,159.5934,25.3082,43.51809
CNOT6,1.66E-05,19,485,3.34E-06,0.473565,0.01691102,16,48.24324,97.78378,0.8808757,125.1934,12.59344,38.97776
CNOT6L,5.11E-06,19,493,2.28E-06,0.38041,0.01798275,7,44.67568,93.72973,0.8891478,111.859,17.61311,41.24515
CNOT7,0.000142537,40,387,2.44E-06,0.373355,0.004225577,4,44.91892,97.51351,0.8862973,122.1967,10.97049,37.99624
CNOT8,0.000115835,25,378,2.98E-06,0.46177,0.04096677,9,49.24324,97.37838,0.8857221,148.2197,23.70164,41.90163
CNP,2.22E-05,14,206,2.36E-06,0.50195,0.02252139,50,55.89189,85.02703,0.8460295,92.47869,10.0623,57.66948
CNPY2,5.16E-06,3,184,2.33E-06,0.47881,0.05218497,43,54.64865,98.75676,0.8889037,170.4197,29.54098,50.7254
CNPY3,0.000110834,13,203,2.23E-06,0.466145,0.04055632,21,54.97297,90.86486,0.894206,101.6689,13.0623,54.57311
CNPY4,8.87E-07,2,205,2.99E-06,0.50428,0.05151134,37,53.27027,98.54054,0.9374375,125.7869,14.72787,52.83503
CNR1,1.30E-07,4,799,3.29E-06,0.38314,0.03729775,11,55.32432,98.05405,0.9583697,151.7705,22.97049,51.90005
CNRIP1,8.41E-05,8,586,2.76E-06,0.38671,0.01518543,7,55.67568,88.91892,0.877175,95.31803,11.35738,47.72208
CNST,0.000139117,13,346,3.62E-06,0.43763,0.003618809,4,55.18919,98.78378,0.9153729,191.5639,34.38689,41.83149
CNTD1,0,1,190,2.11E-06,0.48292,0.03316765,39,55.72973,98.81081,0.8578722,135.177,17.52459,45.11082
CNTF,1.43E-05,12,644,4.35E-06,0.38924,0.002107936,24,56.21622,99.37838,0.9428188,96.20656,5.140984,47.41789
CNTFR,9.25E-06,8,370,2.11E-06,0.47923,0.05465368,13,51.45946,85.94595,0.8566525,69.95082,5.180328,59.9312
CNTLN,1.49E-06,5,761,3.83E-06,0.370828,-0.02194368,2,36.64865,82.02703,0.8708413,95.72131,7.488525,33.76582
CNTN1,0.000136693,19,1105,5.27E-06,0.358494,-0.02248996,3,49.27027,94.62162,0.860327,131.7705,16.22623,39.07307
CNTN2,1.51E-05,8,431,2.73E-06,0.52592,0.03723388,13,48.21622,93.7027,0.891014,118.5869,14.64918,58.9906
CNTN3,0,1,949,5.07E-06,0.36894,-0.02137682,2,43.64865,95.02703,0.8845526,121.7836,14.3541,41.13535
CNTN4,1.40E-06,4,1215,6.38E-06,0.378024,-0.0219997,1,48.21622,96.94595,0.8136431,109.423,10.8623,41.34636
CNTNAP1,1.35E-05,9,177,2.08E-06,0.50822,0.0363366,35,49.10811,92.91892,0.9208641,157.9115,22.89508,56.47757
CNTNAP2,4.84E-06,8,1115,9.42E-06,0.3758904,-0.03143707,1,51.08108,96.37838,0.7487399,118.1279,12.37049,44.76085
CNTNAP3,1.25E-05,15,1010,5.21E-06,0.3870067,-0.03582296,4,41.56757,84.10811,0.8688607,128.1934,18.39344,42.61221
CNTNAP4,8.11E-07,6,975,5.56E-06,0.36752,-0.02622294,8,48.10811,94.48649,0.8679078,93.22951,10.6,40.28565
CNTRL,3.01E-07,3,365,1.74E-06,0.383805,0.03434677,8,53.13514,97.91892,0.9184211,105.3672,8.721311,40.8075
CNTROB,1.22E-06,9,337,2.39E-06,0.50461,0.03320347,61,46.32432,95.24324,0.9176165,153.4754,22.54098,53.42393
COA1,3.85E-05,9,310,3.38E-06,0.405895,0.03774307,7,52,96.43243,0.8157058,130.7803,17.60656,45.66378
COA3,0,1,190,2.11E-06,0.48292,0.03316765,39,47.18919,91.45946,0.8945235,111.8459,6.537705,58.76547
COA5,1.63E-06,2,696,2.50E-06,0.45432,0.03944061,8,52.56757,89.56757,0.7980327,58.80328,2.845902,38.38097
COA6,6.04E-08,2,299,3.38E-06,0.41452,0.009583179,4,46.2973,91.81081,0.9039518,135.0393,15,51.30073
COA7,7.96E-06,16,261,1.87E-06,0.45926,0.02658939,15,50.08108,94.10811,0.9159509,107.177,6.977049,53.80095
COASY,6.85E-05,25,177,2.06E-06,0.51,0.03790524,33,52.10811,94.02703,0.9525812,157.941,25.03607,57.33587
COBL,1.84E-06,8,509,4.09E-06,0.4259775,-0.02168612,5,51.32432,91.02703,0.8446273,116.9279,11.88525,53.89796
COBLL1,8.31E-08,4,413,3.43E-06,0.36742,-0.004042535,2,51.91892,94.64865,0.9058349,160.5672,25.61311,39.10579
COCH,4.67E-06,8,454,2.46E-06,0.39032,0.01139975,4,51.91892,94.43243,0.9211263,103.7279,7.091803,42.54067
COG1,1.81E-05,15,251,2.52E-06,0.46177,-0.01099427,3,54.48649,94.35135,0.8477871,131.2787,17.34426,49.15288
COG2,1.24E-05,17,568,3.03E-06,0.4247,0.002939075,5,50.08108,96.56757,0.8828415,129.9082,16.08852,41.71948
COG3,0.000149815,33,379,2.69E-06,0.42543,0.05041873,8,46.78378,92.64865,0.8852347,104.3574,9.92459,37.66656
COG4,1.79E-05,20,131,3.83E-06,0.51074,0.04679719,15,50.27027,95.08108,0.8776048,109.6459,9.403279,51.67922
COG5,6.17E-05,23,753,2.99E-06,0.37188,0.01780956,5,45.97297,89.83784,0.6537322,116.1869,12.46885,37.29299
COG6,4.89E-05,17,761,2.81E-06,0.36648,0.01144118,6,42.24324,89,0.8572747,85.15082,3.501639,34.59309
COG7,4.25E-05,25,611,2.68E-06,0.467135,0.02814431,7,48.32432,96.78378,0.8748911,107.4459,10.63607,48.57238
COG8,1.96E-06,14,125,2.00E-06,0.4246,0.01983831,15,45.72973,84.13514,0.7263075,71.45902,3.022951,52.99853
COIL,0.000501783,85,254,2.63E-06,0.44111,-0.009728697,7,52.48649,92.08108,0.9065827,156.8557,27.63607,41.48529
COL11A1,0,1,742,7.58E-06,0.3402067,-0.01974511,1,38.81081,88.32432,0.8751225,104.118,9.655738,39.68563
COL11A2,6.90E-07,4,377,2.84E-06,0.46845,0.02425104,24,46.62162,94.27027,0.9051419,100.0164,10.86885,58.40741
COL14A1,0.00011453,15,839,3.24E-06,0.3886367,-0.005320588,6,56.32432,96.7027,0.8848769,120.623,13.98689,42.04296
COL15A1,0,1,148,2.88E-06,0.46114,0.01818918,8,51.7027,96.83784,0.877146,132.3902,17.8623,50.37517
COL17A1,4.00E-07,7,271,2.12E-06,0.41593,0.0192271,17,48.78378,93.81081,0.8573906,110.4098,12.89508,52.88417
COL18A1,2.67E-05,14,481,4.08E-06,0.571865,0.04103448,25,36.54054,71.64865,0.868081,62.46557,4.468852,62.66629
COL19A1,0,1,947,3.62E-06,0.36495,0.01502362,3,48,94.64865,0.8453442,109.259,10.40984,41.37179
COL1A1,0.000325501,38,210,1.93E-06,0.54752,0.02571916,19,48.97297,91.02703,0.9332943,115.4623,14.20984,59.31219
COL1A2,1.13E-05,11,499,4.50E-06,0.38417,-0.01434469,6,51.54054,96.05405,0.8874332,121.118,16.51475,45.12692
COL20A1,7.80E-07,3,332,4.76E-06,0.59445,0.06223773,20,44.75676,77.51351,0.8401063,29.14754,0.147541,64.98566
COL23A1,2.63E-08,2,634,3.41E-06,0.49681,0.01815941,16,42.21622,84.64865,0.7166129,78.81311,9.72459,55.82107
COL24A1,0,1,863,2.86E-06,0.3714317,-0.01222789,9,42.13514,91.89189,0.8602648,113.318,10.81639,38.70222
COL25A1,0,3,437,2.92E-06,0.3777217,-0.005123819,5,43.32432,93.54054,0.8225683,111.2525,10.37705,42.00729
COL26A1,0,1,280,2.95E-06,0.49813,0.04334218,29,42.56757,81.35135,0.6262818,34.08525,0.1836066,62.90103
COL27A1,0,1,425,2.23E-06,0.519375,0.002591004,15,45.27027,90.89189,0.8529197,125.5082,16.97705,58.11942
COL2A1,0.000169841,19,246,2.48E-06,0.47866,0.04662775,10,52.16216,95.40541,0.8809217,114.882,15.12131,55.12724
COL3A1,7.86E-06,9,515,3.36E-06,0.3534,-0.005459845,4,44.7027,94.72973,0.903816,100.9049,9.557377,42.80906
COL4A1,4.94E-05,14,434,3.28E-06,0.44945,0.01175065,2,49.67568,95.81081,0.8809155,137.1836,19.11148,49.86798
COL4A2,0.00011142,27,478,3.20E-06,0.4635267,0.03157609,3,47.86486,91.32432,0.8744495,103.2918,9.672131,53.77178
COL4A3,4.78E-06,4,211,2.75E-06,0.40156,0.01000162,5,49.13514,96.02703,0.8718789,94.94426,7.288525,43.89616
COL4A3BP,0.000110489,20,500,2.82E-06,0.38645,0.03733587,9,43.32432,93.54054,0.8265201,89.74098,4.977049,36.51982
COL4A5,8.23E-06,10,,2.98E-06,0.3657525,0.01881633,8,29.18919,75,0.8806932,100.4623,7.613115,43.24867
COL4A6,2.04E-05,3,,2.53E-06,0.40181,0.03083882,8,32.43243,79.97297,0.8802019,133.1574,17.03279,49.72361
COL5A1,4.60E-05,10,421,3.65E-06,0.5428133,0.03092075,5,45.56757,90.48649,0.8324943,95.90492,8.593443,59.03736
COL7A1,0.000137138,10,212,1.76E-06,0.54695,0.03662422,22,41.67568,86.54054,0.9619367,106.7508,11.72459,59.99457
COL8A1,2.47E-05,18,419,4.12E-06,0.3864233,-0.001745012,3,54.91892,97.2973,0.9189392,77.4,4.062295,56.90019
COL8A2,1.53E-05,14,282,2.01E-06,0.401,0.02710964,14,43,76.78378,0.961715,41.43934,1.518033,62.52734
COL9A1,4.29E-06,8,633,3.18E-06,0.37963,0.005069055,4,48.67568,94.59459,0.8907662,114.4623,15.31148,43.36611
COL9A2,2.65E-07,4,373,2.17E-06,0.4047,0.0184817,19,46.13514,86.62162,0.8935304,65.12131,5.688525,59.99825
COL9A3,0,1,208,3.45E-06,0.57293,0.0477428,22,44.43243,79.86486,0.8522447,72.45246,6.422951,60.06595
COLEC10,4.42E-05,14,380,3.68E-06,0.37426,0.002097605,4,61.13514,98.54054,0.8697063,98.11803,5.960656,41.08437
COLEC11,1.37E-05,12,371,4.32E-06,0.4754912,0.01387403,6,49.21622,90.02703,0.7057145,126.9836,16.6,55.97729
COLEC12,6.41E-05,14,572,5.07E-06,0.4295167,0.01406065,10,55.83784,94.18919,0.8873239,142.6361,17.03934,45.35965
COLGALT1,1.16E-05,15,206,2.78E-06,0.52423,0.04230078,28,41.27027,83.02703,0.9018754,102.0492,10.78689,59.03592
COLGALT2,0.000138964,16,732,2.61E-06,0.397995,0.01134376,9,48.97297,90.35135,0.8634802,138.9049,19.42295,47.08969
COLQ,0,1,256,2.26E-06,0.448115,0.0401873,11,48.16216,95,0.8386446,104.2852,11.96393,50.89562
COMMD1,0.000233146,54,420,2.29E-06,0.4110333,0.02641016,8,60.81081,97.16216,0.7205832,88.54426,5.27541,45.09781
COMMD10,6.11E-07,13,981,2.64E-06,0.3658133,0.007589333,10,41.40541,90.24324,0.6992929,81.12459,3.813115,35.69424
COMMD2,4.31E-05,19,263,2.59E-06,0.41681,0.02057766,12,55.51351,96.62162,0.9172371,170.0197,27.91803,42.35336
COMMD3,7.72E-05,24,462,3.15E-06,0.4065,0.02308682,7,40.16216,84.32432,0.923728,98.37705,8.147541,35.69816
COMMD4,0.00012301,41,296,2.56E-06,0.49488,0.04265644,25,46.62162,89.48649,0.9266399,57.2459,1.527869,60.97189
COMMD5,9.52E-08,9,384,3.60E-06,0.50777,0.02026641,39,52.54054,89.37838,0.9279257,76.62951,5.386885,59.05405
COMMD6,6.08E-06,15,362,3.07E-06,0.391555,0.03544888,4,44.02703,91.08108,0.8926885,135.3016,21.31475,44.43953
COMMD7,2.18E-07,7,132,2.37E-06,0.513385,0.04493473,17,52.64865,90.91892,0.8234962,74.81311,2.963934,44.33511
COMMD8,1.82E-05,16,528,4.63E-06,0.3823,0.02276729,5,43.7027,89.2973,0.9163758,106.6623,11.43279,34.02495
COMMD9,2.09E-05,12,248,2.99E-06,0.440585,-0.007993641,7,51.21622,98.89189,0.885069,101.977,9.652459,48.34162
COMP,0,1,189,2.02E-06,0.54961,0.02579474,33,37.37838,72.54054,0.9089516,90.46557,8.596721,62.00475
COMT,3.22E-05,13,217,3.00E-06,0.53243,0.02430664,20,45.48649,85.45946,0.8489165,70.8,3.570492,60.51666
COMTD1,9.38E-05,58,275,1.89E-06,0.44174,0.03833452,7,34.81081,57.37838,0.954655,26.25902,1.134426,64.21396
COPA,0.000112056,61,358,2.87E-06,0.446825,0.02661537,24,56.43243,98.10811,0.8126757,173.2262,26.48197,46.19923
COPB1,0.000629489,76,228,3.20E-06,0.406415,0.01081437,5,48.18919,95.59459,0.8963258,133.6033,16.1082,37.16878
COPB2,8.69E-05,40,671,3.62E-06,0.430515,0.01470299,12,58.43243,97.54054,0.8977297,138.3148,18.56721,39.94012
COPE,0.000148606,45,198,1.99E-06,0.56807,0.02036148,33,42.97297,80.78378,0.8495165,60.04262,3.868852,63.00943
COPG1,0.000271573,57,189,2.52E-06,0.4439,0.05519618,15,59.43243,98.45946,0.8884227,158.7344,23.9377,52.0003
COPG2,8.23E-05,27,433,2.23E-06,0.4038129,0.01625909,13,53.24324,97.13514,0.8100034,79.7082,10.04918,39.0098
COPRS,3.18E-05,20,374,2.72E-06,0.45902,0.01224832,11,49.05405,84.24324,0.8833568,277.6033,45.37705,50.98318
COPS2,0.000669327,108,528,2.49E-06,0.37866,0.008365023,9,46.54054,95.13514,0.8697321,109.5869,10.25902,33.58168
COPS3,0.000154943,80,218,2.21E-06,0.51305,0.01129745,13,47.13514,95.13514,0.8493392,121.6689,14.41967,41.67624
COPS4,0.000242783,83,169,1.95E-06,0.40333,0.04704944,9,46.18919,95.72973,0.8855759,109.3377,8.295082,35.85891
COPS5,0.012251997,799,518,3.29E-06,0.40537,0.01216045,14,51.37838,92.21622,0.8802066,123.1541,12.25902,41.76462
COPS6,0.002671839,301,254,2.97E-06,0.47085,0.04064705,29,53.83784,94.43243,0.9608331,158.623,26.08525,52.94579
COPS7A,5.16E-05,54,232,2.52E-06,0.48762,0.04794548,26,55.21622,97.27027,0.8861583,118.0689,11.59344,55.2582
COPS7B,5.03E-05,33,365,2.76E-06,0.47499,0.04104124,14,52.32432,96.81081,0.8409347,74.99344,2.462295,46.08887
COPS8,4.50E-05,42,411,2.20E-06,0.431685,0.0174877,4,48.72973,95.08108,0.8344933,89.2623,4.321311,39.6575
COPZ1,8.34E-05,24,190,3.71E-06,0.46127,0.04547127,27,56.10811,98.21622,0.8307022,183.2098,32.59344,46.00296
COPZ2,0,3,255,2.51E-06,0.50099,0.02029104,21,54.32432,97.37838,0.7785933,34.72459,0.05245902,55.53168
COQ10A,0,1,171,2.40E-06,0.50215,0.04592243,42,46.08108,83.75676,0.878765,180.4098,40.01311,51.01827
COQ10B,0,1,428,2.74E-06,0.41947,0.02910156,11,45.91892,94.59459,0.8711681,94.02951,4.57377,39.20904
COQ3,2.67E-07,4,638,3.37E-06,0.40901,0.01257448,6,44.59459,92.08108,0.9213113,129.7803,18.27869,39.28276
COQ4,0,1,201,2.00E-06,0.53521,0.04624323,32,48.35135,90.72973,0.8652332,73.84262,4.236066,59.56955
COQ5,0.000108078,5,216,2.56E-06,0.46778,0.04636511,18,53.24324,96.7027,0.8076465,204.3738,33.08525,45.92716
COQ6,3.83E-05,5,158,2.13E-06,0.4366,0.0506916,19,48.91892,94.59459,0.8332491,124.8656,16.35082,45.98655
COQ9,0,1,159,1.56E-06,0.47341,0.03859974,29,49.21622,93.56757,0.8848411,93.92131,7.616393,52.27437
CORO1B,0.00010626,50,215,3.61E-06,0.57144,0.05339369,37,42.21622,79.51351,0.9469426,81.79344,5.419672,63.99637
CORO1C,0.000234187,69,217,2.84E-06,0.4592,0.0402124,11,53.72973,98.27027,0.8916653,139.5607,18.83934,45.10531
CORO2A,1.73E-06,6,272,2.24E-06,0.46505,0.05034575,14,51.37838,97.37838,0.8716779,143.5672,20.42951,56.98413
CORO2B,6.44E-07,3,603,2.26E-06,0.4738767,0.02492386,8,47.54054,91.56757,0.8348335,97.62623,9.754098,55.84655
CORO6,3.93E-08,2,383,2.12E-06,0.52127,0.03004881,25,45.72973,86.83784,0.9331841,91.0918,10.81967,58.97859
CORO7,1.57E-05,18,161,1.83E-06,0.58385,0.04135178,16,39.40541,80.62162,0.7470451,54.83934,1.734426,63.04979
CORT,0.00010565,5,392,1.42E-06,0.47782,0.03159138,15,46.37838,92.45946,0.9437498,126.1902,21.03934,54.15042
COTL1,4.79E-05,23,182,1.96E-06,0.494625,0.02366026,17,40.2973,77.56757,0.7031855,66.41967,4.518033,54.80214
COX11,3.74E-08,2,869,3.98E-06,0.40815,-0.04323055,3,44.97297,89.40541,0.9507617,107.8689,6.327869,47.29878
COX14,4.95E-08,2,192,2.16E-06,0.49172,0.05809216,25,59.27027,99.45946,0.8623356,105.377,5.960656,51.79591
COX15,6.49E-07,12,304,2.43E-06,0.41878,0.01196046,8,47.10811,96.32432,0.8850801,116.5869,12.32787,46.61942
COX16,3.80E-06,6,549,2.81E-06,0.406105,0.03229876,9,44.43243,91.48649,0.7126394,69.86557,0.1213115,38.9424
COX17,0.000276998,25,595,2.98E-06,0.44147,0.04190117,13,47.32432,78.91892,0.7727451,90.18689,7.731148,42.20002
COX20,2.38E-06,6,405,3.35E-06,0.44223,0.00302299,7,43.08108,87.13514,0.8589374,90.44918,7.281967,34.59843
COX4I1,8.71E-05,46,298,3.15E-06,0.51712,0.02768045,9,49.16216,94.97297,0.8545433,119.0885,12.96721,49.26753
COX4I2,1.01E-06,2,213,5.03E-06,0.50431,0.01779912,12,51.56757,97.59459,0.8861098,73.28525,3.304918,56.98527
COX5A,2.86E-05,34,199,2.40E-06,0.48965,0.04489205,24,51.08108,90.72973,0.8762338,112.2459,11.97377,38.61857
COX5B,6.94E-05,30,520,2.99E-06,0.41028,0.02546741,14,55.05405,92.81081,0.8511129,122.4623,22.12131,45.2406
COX6A1,3.68E-07,2,216,2.53E-06,0.49274,0.04439786,16,46.18919,87,0.8785447,113.4098,11.56721,54.25124
COX6A2,1.68E-05,5,558,3.75E-06,0.50318,0.01138035,42,23.75676,48.48649,0.9306771,17.33115,0,67.52737
COX6B1,2.84E-06,11,390,2.43E-06,0.5033,0.0265228,32,48.16216,94.13514,0.804035,104.5574,9.203279,53.82359
COX6B2,0,1,209,3.90E-06,0.53888,0.01939455,41,34.86486,64.64865,0.8672077,128.1377,29.0459,61.93562
COX6C,1.04E-06,5,537,3.27E-06,0.397055,0.02906088,3,60.72973,99.72973,0.8483498,175.9377,37.25902,43.23394
COX7A2,2.16E-05,5,423,2.92E-06,0.38064,-0.002569905,3,43.72973,93.81081,0.8501929,158.1344,30.17049,43.61032
COX7A2L,2.58E-06,4,375,2.09E-06,0.3766,0.01601184,3,54.48649,95.72973,0.8893822,76.76721,3.396721,43.42806
COX7B,0,1,,2.69E-06,0.41074,0.01898523,5,34.2973,85.67568,0.8659026,67.1377,1,38.91458
COX7C,0,1,829,5.91E-06,0.36914,-0.01448329,1,46.40541,93.83784,0.887056,132.823,15.99344,39.96738
COX8A,1.23E-07,2,277,2.39E-06,0.53116,0.04218039,19,45.89189,83.94595,0.8289804,169.6492,38.59344,57.44726
CP,3.24E-06,5,312,3.20E-06,0.38533,0.01044291,7,62.10811,95.78378,0.9100583,149.1967,20.47869,39.4555
CPA1,0,1,298,2.21E-06,0.46209,0.02661745,12,51.2973,95.48649,0.8717465,161.0525,20.0459,55.94668
CPA2,0,1,212,2.19E-06,0.43913,0.0297974,11,58.86486,98.75676,0.8561772,118.9311,11.4623,45.47667
CPA4,8.24E-06,12,212,2.19E-06,0.43913,0.0297974,11,56.89189,98.64865,0.8570197,135.8393,18.22295,48.94422
CPA6,0,1,890,4.58E-06,0.4034225,0.0149925,10,54.83784,97.37838,0.7791046,152.9475,21.96066,39.66116
CPAMD8,0,2,386,2.49E-06,0.513885,0.02869262,19,44.48649,87.27027,0.8674595,89.88525,9.816393,56.03629
CPB2,0.000103059,6,679,2.87E-06,0.35423,0.05329072,10,50.02703,97.13514,0.8594639,121.7738,11.97049,38.87598
CPD,3.18E-05,13,265,2.40E-06,0.40985,0.02188666,13,46.2973,90.48649,0.9123757,134.1639,20.30492,38.64849
CPE,1.56E-05,14,494,4.61E-06,0.38864,-0.009273356,7,42.02703,87.43243,0.599037,121.4328,15.27869,43.1336
CPEB1,3.05E-05,4,566,2.61E-06,0.44288,0.01947512,7,49.45946,91.86486,0.8528334,94.44918,7.101639,49.61112
CPEB3,0,1,469,2.10E-06,0.4044933,0.03328597,7,41.97297,82.13514,0.5150005,78.8459,6.432787,44.51276
CPEB4,3.44E-06,4,381,2.47E-06,0.42405,0.0434914,7,46.37838,97.40541,0.920401,172.0295,28.22623,44.36849
CPLX1,3.43E-05,34,268,3.12E-06,0.564945,0.03929455,17,32.43243,60.51351,0.7361241,73.46885,2.934426,63.33855
CPLX2,3.29E-06,2,624,3.47E-06,0.486345,0.03201238,4,38.2973,79.05405,0.5182553,23.62951,0,63.83239
CPM,1.81E-06,2,228,2.64E-06,0.41655,0.02839321,9,57.59459,96.05405,0.8227084,130.8164,12.67869,41.18181
CPN1,7.47E-07,3,188,2.10E-06,0.4394,0.05107856,11,46,95.7027,0.8933119,144.0885,18.79016,49.36957
CPN2,0,2,269,2.71E-06,0.4833808,0.03415233,5,61.40541,94.75676,0.9828343,123.3148,13.40656,59.03476
CPNE1,0.001127411,34,169,2.34E-06,0.47137,0.05300956,23,55.48649,98.35135,0.4537541,160.4262,24.75738,53.33485
CPNE2,0.000318629,23,154,1.59E-06,0.5178,0.04848292,23,46.32432,91.83784,0.8154748,89.32131,8.563934,56.44782
CPNE3,1.91E-05,17,1166,6.17E-06,0.37864,0.02236168,8,56.86486,96.27027,0.8751668,127.6098,14.80984,38.17662
CPNE4,4.40E-05,20,974,3.77E-06,0.3877933,0.007640879,6,61.13514,98.94595,0.8065261,132.4918,16.17049,45.10548
CPNE6,1.09E-05,12,355,2.23E-06,0.47845,0.01899036,23,48.78378,93.86486,0.9303859,107.2033,11.6623,57.95061
CPNE8,4.74E-05,13,674,5.10E-06,0.3606367,-0.00436138,2,46.51351,89.89189,0.8358333,113.2328,12.24262,34.12776
CPOX,6.88E-06,8,640,4.72E-06,0.37686,0.005710011,18,42.7027,81.16216,0.8938683,107.4656,14.47541,46.0477
CPPED1,1.27E-06,4,797,3.14E-06,0.455855,-0.002942109,6,41.62162,89.13514,0.8286501,90.27213,4.501639,55.53301
CPS1,0.000103307,31,465,4.71E-06,0.3679633,-0.001001543,8,48.75676,96.40541,0.8743749,142.1082,17.23934,40.53611
CPSF1,0.000115431,57,200,3.54E-06,0.59153,0.03603543,37,41.10811,67.37838,0.9617622,65.79344,5.367213,63.98799
CPSF2,5.81E-05,47,415,2.43E-06,0.40782,0.02936599,11,46.18919,96.16216,0.9129881,127.7115,14.41639,37.24917
CPSF3,1.89E-05,27,278,1.96E-06,0.45132,0.03735447,6,51.91892,96.54054,0.8725966,117.3443,13.34754,38.40414
CPSF3L,4.43E-05,22,273,3.40E-06,0.62447,0.02773012,26,41.7027,74.05405,0.8799195,86.91803,8.255738,60.95746
CPSF4,8.41E-06,17,288,2.55E-06,0.52531,0.06046971,14,51.59459,92.18919,0.7302895,191.1836,33.83279,53.77982
CPSF6,0.000191493,80,353,2.72E-06,0.40253,0.002846876,7,51.02703,94.59459,0.9066375,126.7541,14.78033,45.7592
CPSF7,0.00020332,60,286,2.20E-06,0.49089,0.05735575,28,51.51351,98.75676,0.9050882,145.4361,22.29508,50.35087
CPT1A,4.08E-05,30,303,2.43E-06,0.486595,0.04527091,12,52.13514,96.86486,0.8603468,112.3607,11.78033,48.1482
CPT2,0.000324046,20,391,2.06E-06,0.4986,0.02726794,17,48.2973,92.89189,0.937889,102.3311,10.52787,48.59311
CPTP,2.56E-05,7,273,3.40E-06,0.62447,0.02773012,26,43.35135,69.7027,0.900153,61.23279,0.6622951,61.70195
CPVL,6.27E-05,30,634,2.86E-06,0.41352,0.00721977,5,53.81081,97.89189,0.8408268,124.8262,16.2,42.96189
CPXCR1,0,1,,7.30E-06,0.36703,-0.0187226,1,31.35135,81.86486,0.9704896,37.80984,0.1540984,37.76072
CPXM1,0,1,438,2.40E-06,0.48792,0.04081765,14,48.62162,89.48649,0.9508162,108.3803,10.14754,58.86225
CPZ,5.06E-07,3,471,3.37E-06,0.524285,0.03489226,9,38.78378,77.27027,0.88429,56.08852,1.085246,61.74946
CR1,0,1,361,2.98E-06,0.3928633,0.01807525,17,46.94595,91.21622,0.8942356,193.9541,38.6918,46.0885
CR2,0.000211432,7,354,2.97E-06,0.38729,0.0296259,19,54.54054,97.67568,0.9093536,136.2984,17.62951,42.85522
CRABP1,2.11E-08,2,435,2.64E-06,0.47872,0.05647139,10,44.24324,84.43243,0.8228369,50.37049,2.131148,53.65547
